IP:PORT,Delay(ms)
162.159.192.250:4177,161
162.159.192.23:1180,161
162.159.192.203:943,161
162.159.192.170:943,161
162.159.192.35:1701,161
162.159.192.104:7559,161
162.159.192.34:5279,161
162.159.192.134:880,161
162.159.192.221:988,161
162.159.192.193:1018,161
162.159.192.154:945,161
162.159.192.62:5956,161
162.159.192.240:864,161
162.159.192.145:1010,161
162.159.192.83:4500,161
162.159.192.121:864,161
162.159.192.205:3138,161
162.159.192.181:3476,161
162.159.192.146:2506,161
162.159.192.235:2371,161
162.159.192.98:946,161
162.159.192.28:3581,161
162.159.192.163:939,161
162.159.192.36:928,161
162.159.192.191:2371,161
162.159.192.84:4233,161
162.159.192.127:878,161
162.159.192.254:4500,161
162.159.192.35:7559,161
162.159.192.55:955,161
162.159.192.154:7103,161
162.159.192.186:1070,161
162.159.192.253:903,161
162.159.192.239:891,161
162.159.192.44:4198,161
162.159.192.214:4198,161
162.159.192.111:1010,161
162.159.192.118:864,161
162.159.192.70:5279,161
162.159.192.166:4177,161
162.159.192.170:2371,161
162.159.192.244:7152,161
162.159.192.25:939,161
162.159.192.254:943,161
162.159.192.226:4198,161
162.159.192.115:1070,161
162.159.192.197:1180,161
162.159.192.92:4177,161
162.159.192.59:8319,161
162.159.192.183:7103,161
162.159.192.235:5956,161
162.159.192.25:4198,161
162.159.192.104:7103,161
162.159.192.202:1002,161
162.159.192.78:864,161
162.159.192.232:2371,161
162.159.192.197:878,161
162.159.192.170:500,161
162.159.192.87:1180,161
162.159.192.65:1180,161
162.159.192.220:903,161
162.159.192.23:934,161
162.159.192.127:3854,161
162.159.192.96:880,161
162.159.192.158:2371,161
162.159.192.106:891,161
162.159.192.247:7152,161
162.159.192.61:7103,161
162.159.192.131:1701,161
162.159.192.47:7559,161
162.159.192.72:3476,161
162.159.192.202:1010,161
162.159.192.95:4198,161
162.159.192.230:1014,161
162.159.192.178:1018,161
162.159.192.239:2506,161
162.159.192.217:7281,161
162.159.192.141:946,161
162.159.192.8:878,161
162.159.192.122:943,161
162.159.192.182:1843,161
162.159.192.225:1002,161
162.159.192.232:1701,161
162.159.192.232:1002,161
162.159.192.34:1074,161
162.159.192.122:3138,161
162.159.192.171:8886,161
162.159.192.231:1843,161
162.159.192.172:4500,161
162.159.192.208:943,161
162.159.192.208:934,161
162.159.192.239:8886,161
162.159.192.111:880,161
162.159.192.99:955,161
162.159.192.28:943,161
162.159.192.238:854,161
162.159.192.163:1018,161
162.159.192.208:987,161
162.159.192.53:968,161
162.159.192.83:8854,161
162.159.192.125:942,161
162.159.192.183:946,161
162.159.192.93:7152,161
162.159.192.15:1074,161
162.159.192.196:946,161
162.159.192.146:8319,161
162.159.192.0:945,161
162.159.192.68:1014,161
162.159.192.56:942,161
162.159.192.20:7559,161
162.159.192.143:1180,161
162.159.192.115:968,161
162.159.192.20:3581,161
162.159.192.136:903,161
162.159.192.229:1843,161
162.159.192.92:1074,161
162.159.192.208:2506,161
162.159.192.59:3581,161
162.159.192.93:939,161
162.159.192.164:864,161
162.159.192.99:7559,161
162.159.192.203:880,161
162.159.192.193:987,161
162.159.192.52:1014,161
162.159.192.253:1074,161
162.159.192.149:943,162
162.159.192.158:4500,162
162.159.192.206:7152,162
162.159.192.182:7152,162
162.159.192.67:939,162
162.159.192.74:945,162
162.159.192.142:2506,162
162.159.192.81:3476,162
162.159.192.234:1180,162
162.159.192.186:942,162
162.159.192.239:942,162
162.159.192.36:1070,162
162.159.192.151:878,162
162.159.192.26:1070,162
162.159.192.177:7281,162
162.159.192.236:988,162
162.159.192.19:7152,162
162.159.192.100:946,162
162.159.192.87:1014,162
162.159.192.44:5279,162
162.159.192.107:859,162
162.159.192.21:2506,162
162.159.192.16:864,162
162.159.192.33:908,162
162.159.192.54:5279,162
162.159.192.154:988,162
162.159.192.135:2408,162
162.159.192.163:946,162
162.159.192.208:890,162
162.159.192.204:500,162
162.159.192.217:4177,162
162.159.192.29:988,162
162.159.192.66:859,162
162.159.192.208:7156,162
162.159.192.228:1014,162
162.159.192.33:7559,162
162.159.192.85:2408,162
162.159.192.172:943,162
162.159.192.37:4198,162
162.159.192.177:955,162
162.159.192.248:4233,162
162.159.192.58:1014,162
162.159.192.172:3854,162
162.159.192.59:1002,162
162.159.192.135:7103,162
162.159.192.162:1070,162
162.159.192.5:3854,162
162.159.192.108:1018,162
162.159.192.122:4233,162
162.159.192.194:946,162
162.159.192.191:988,162
162.159.192.135:1018,162
162.159.192.224:1387,162
162.159.192.88:1074,162
162.159.192.228:942,162
162.159.192.205:934,162
162.159.192.253:3854,162
162.159.192.141:8886,162
162.159.192.51:8886,162
162.159.192.111:2371,162
162.159.192.127:8742,162
162.159.192.122:2408,162
162.159.192.212:7152,162
162.159.192.39:4233,162
162.159.192.22:3476,162
162.159.192.0:7156,162
162.159.192.114:987,162
162.159.192.233:1843,162
162.159.192.111:7103,162
162.159.192.96:859,162
162.159.192.57:7152,162
162.159.192.95:7152,162
162.159.192.226:864,162
162.159.192.240:1018,162
162.159.192.82:880,162
162.159.192.54:4500,162
162.159.192.162:878,162
162.159.192.34:864,162
162.159.192.214:987,162
162.159.192.185:908,162
162.159.192.189:908,162
162.159.192.23:2408,162
162.159.192.175:7281,162
162.159.192.70:3581,162
162.159.192.163:5279,162
162.159.192.72:2506,162
162.159.192.116:3581,162
162.159.192.57:1002,162
162.159.192.138:4500,162
162.159.192.55:939,162
162.159.192.159:854,162
162.159.192.204:890,162
162.159.192.79:1843,162
162.159.192.33:854,162
162.159.192.57:955,162
162.159.192.33:903,162
162.159.192.213:891,162
162.159.192.8:945,162
162.159.192.254:908,162
162.159.192.240:3581,162
162.159.192.193:4500,162
162.159.192.252:928,162
162.159.192.185:988,162
162.159.192.114:942,162
162.159.192.91:955,162
162.159.192.129:2371,162
162.159.192.181:5279,162
162.159.192.165:4198,162
162.159.192.254:7156,162
162.159.192.32:903,162
162.159.192.143:7156,162
162.159.192.61:1387,162
162.159.192.222:987,162
162.159.192.241:1010,162
162.159.192.241:854,162
162.159.192.183:7152,162
162.159.192.146:942,162
162.159.192.105:942,162
162.159.192.80:2506,162
162.159.192.160:942,162
162.159.192.244:928,162
162.159.192.118:7152,162
162.159.192.27:934,162
162.159.192.90:4177,162
162.159.192.110:8854,162
162.159.192.238:1018,162
162.159.192.240:854,162
162.159.192.156:903,162
162.159.192.52:2506,162
162.159.192.41:988,162
162.159.192.82:500,162
162.159.192.20:908,162
162.159.192.121:7152,162
162.159.192.42:500,162
162.159.192.62:894,162
162.159.192.108:942,162
162.159.192.232:4233,162
162.159.192.110:968,162
162.159.192.242:3581,162
162.159.192.170:3138,162
162.159.192.163:908,162
162.159.192.72:3854,162
162.159.192.17:7156,162
162.159.192.207:4500,162
162.159.192.238:934,162
162.159.192.82:7281,162
162.159.192.38:1074,162
162.159.192.163:894,162
162.159.192.54:894,162
162.159.192.233:4500,162
162.159.192.21:2371,162
162.159.192.76:3138,162
162.159.192.73:1387,162
162.159.192.104:8886,162
162.159.192.30:3138,162
162.159.192.233:4233,162
162.159.192.211:894,162
162.159.192.53:2371,162
162.159.192.108:3476,162
162.159.192.51:4233,162
162.159.192.116:1387,162
162.159.192.85:1002,162
162.159.192.170:7559,162
162.159.192.46:3476,162
162.159.192.38:8319,162
162.159.192.66:1843,162
162.159.192.147:2371,162
162.159.192.94:1014,162
162.159.192.244:4500,162
162.159.192.236:859,162
162.159.192.33:4198,162
162.159.192.169:890,162
162.159.192.134:8319,162
162.159.192.163:1070,162
162.159.192.19:1018,162
162.159.192.154:880,162
162.159.192.127:894,162
162.159.192.50:1014,162
162.159.192.159:955,162
162.159.192.19:880,162
162.159.192.96:1074,162
162.159.192.120:864,162
162.159.192.229:3138,162
162.159.192.226:4500,162
162.159.192.227:864,162
162.159.192.231:939,162
162.159.192.147:928,162
162.159.192.229:955,162
162.159.192.47:2371,162
162.159.192.183:945,162
162.159.192.248:1014,162
162.159.192.22:939,162
162.159.192.0:2408,162
162.159.192.18:1014,162
162.159.192.107:1701,162
162.159.192.253:934,162
162.159.192.59:943,162
162.159.192.45:968,162
162.159.192.38:891,162
162.159.192.20:3138,162
162.159.192.65:4500,162
162.159.192.165:903,162
162.159.192.157:8319,162
162.159.192.30:4198,162
162.159.192.101:7281,162
162.159.192.129:8886,162
162.159.192.90:890,162
162.159.192.41:7559,162
162.159.192.111:7559,162
162.159.192.58:864,162
162.159.192.66:4177,162
162.159.192.99:4233,162
162.159.192.25:3854,162
162.159.192.187:2506,162
162.159.192.145:939,162
162.159.192.76:4500,162
162.159.192.129:1018,162
162.159.192.114:945,162
162.159.192.99:3476,162
162.159.192.179:988,162
162.159.192.17:3581,162
162.159.192.32:1010,162
162.159.192.204:891,162
162.159.192.111:2408,162
162.159.192.168:939,162
162.159.192.236:1014,162
162.159.192.172:4233,162
162.159.192.235:4177,162
162.159.192.53:880,162
162.159.192.29:3476,162
162.159.192.17:1002,162
162.159.192.240:3476,162
162.159.192.57:968,162
162.159.192.30:7281,162
162.159.192.233:942,162
162.159.192.177:943,162
162.159.192.20:945,162
162.159.192.82:2506,162
162.159.192.53:3138,162
162.159.192.235:7156,162
162.159.192.45:3138,162
162.159.192.0:1010,162
162.159.192.142:3581,162
162.159.192.203:942,162
162.159.192.181:955,162
162.159.192.148:928,162
162.159.192.108:1074,162
162.159.192.197:988,162
162.159.192.232:4198,162
162.159.192.132:500,162
162.159.192.143:1074,162
162.159.192.81:8854,162
162.159.192.220:7103,162
162.159.192.221:8854,162
162.159.192.252:4198,162
162.159.192.19:7281,162
162.159.192.229:1180,162
162.159.192.213:903,162
162.159.192.254:8854,162
162.159.192.135:903,162
162.159.192.20:1074,162
162.159.192.143:890,162
162.159.192.239:1018,162
162.159.192.55:3138,162
162.159.192.78:2506,162
162.159.192.8:1018,162
162.159.192.76:955,162
162.159.192.71:859,162
162.159.192.78:890,162
162.159.192.214:4233,162
162.159.192.78:7152,162
162.159.192.49:1701,162
162.159.192.170:1014,162
162.159.192.21:8319,162
162.159.192.20:1002,162
162.159.192.20:1843,162
162.159.192.231:1070,162
162.159.192.61:2408,162
162.159.192.219:878,162
162.159.192.16:880,162
162.159.192.5:4500,162
162.159.192.58:946,162
162.159.192.213:7103,162
162.159.192.105:5279,162
162.159.192.134:4233,162
162.159.192.104:3854,162
162.159.192.48:1018,162
162.159.192.250:878,162
162.159.192.143:859,162
162.159.192.109:1843,162
162.159.192.46:903,162
162.159.192.123:2506,162
162.159.192.208:894,162
162.159.192.104:854,162
162.159.192.208:5956,162
162.159.192.128:943,162
162.159.192.5:943,162
162.159.192.14:3476,162
162.159.192.190:934,162
162.159.192.89:987,162
162.159.192.50:1387,162
162.159.192.208:8854,162
162.159.192.194:4177,162
162.159.192.64:8854,162
162.159.192.235:4500,162
162.159.192.11:500,162
162.159.192.13:1180,162
162.159.192.97:880,162
162.159.192.33:934,162
162.159.192.253:1180,162
162.159.192.43:4500,162
162.159.192.38:1014,162
162.159.192.44:903,162
162.159.192.190:1074,162
162.159.192.146:4233,162
162.159.192.238:8742,162
162.159.192.29:878,162
162.159.192.227:878,162
162.159.192.212:859,162
162.159.192.93:1843,162
162.159.192.52:4500,162
162.159.192.154:854,162
162.159.192.130:943,162
162.159.192.52:5279,162
162.159.192.232:7559,162
162.159.192.47:955,162
162.159.192.78:1070,162
162.159.192.199:864,162
162.159.192.87:8319,162
162.159.192.192:8742,162
162.159.192.170:7156,162
162.159.192.145:8319,162
162.159.192.24:878,162
162.159.192.231:859,162
162.159.192.65:500,162
162.159.192.49:1843,162
162.159.192.186:500,162
162.159.192.174:1843,162
162.159.192.29:1070,162
162.159.192.108:987,162
162.159.192.24:7281,162
162.159.192.85:943,162
162.159.192.227:2506,162
162.159.192.124:1014,162
162.159.192.221:908,162
162.159.192.85:942,162
162.159.192.148:943,162
162.159.192.42:1843,162
162.159.192.247:7103,162
162.159.192.225:928,162
162.159.192.201:7281,162
162.159.192.206:4500,162
162.159.192.94:3138,162
162.159.192.181:8742,162
162.159.192.137:854,162
162.159.192.135:878,162
162.159.192.230:1010,162
162.159.192.228:1002,162
162.159.192.238:943,162
162.159.192.18:891,162
162.159.192.164:8742,162
162.159.192.54:2408,162
162.159.192.214:854,162
162.159.192.202:1014,162
162.159.192.169:3854,162
162.159.192.112:943,162
162.159.192.25:7152,162
162.159.192.52:8854,162
162.159.192.203:1014,162
162.159.192.56:955,162
162.159.192.226:1002,162
162.159.192.73:908,162
162.159.192.210:903,163
162.159.192.225:3138,163
162.159.192.251:2408,163
162.159.192.206:939,163
162.159.192.243:2371,163
162.159.192.130:988,163
162.159.192.62:2371,163
162.159.192.92:1070,163
162.159.192.181:2408,163
162.159.192.163:7281,163
162.159.192.235:1701,163
162.159.192.248:1843,163
162.159.192.212:3581,163
162.159.192.139:2371,163
162.159.192.112:8319,163
162.159.192.240:2408,163
162.159.192.217:7103,163
162.159.192.59:500,163
162.159.192.172:968,163
162.159.192.114:7281,163
162.159.192.78:500,163
162.159.192.220:945,163
162.159.192.150:7559,163
162.159.192.87:4233,163
162.159.192.53:3854,163
162.159.192.128:8742,163
162.159.192.77:1070,163
162.159.192.223:987,163
162.159.192.250:955,163
162.159.192.105:4198,163
162.159.192.16:854,163
162.159.192.114:1843,163
162.159.192.50:3476,163
162.159.192.72:5279,163
162.159.192.115:903,163
162.159.192.214:7156,163
162.159.192.63:864,163
162.159.192.0:946,163
162.159.192.215:2506,163
162.159.192.20:1180,163
162.159.192.115:2408,163
162.159.192.95:939,163
162.159.192.137:5279,163
162.159.192.238:1002,163
162.159.192.50:1843,163
162.159.192.15:942,163
162.159.192.108:880,163
162.159.192.177:968,163
162.159.192.105:943,163
162.159.192.167:988,163
162.159.192.53:1074,163
162.159.192.76:908,163
162.159.192.175:4198,163
162.159.192.222:8854,163
162.159.192.221:939,163
162.159.192.74:7152,163
162.159.192.174:988,163
162.159.192.194:2506,163
162.159.192.208:1018,163
162.159.192.86:4500,163
162.159.192.231:1018,163
162.159.192.123:8854,163
162.159.192.217:878,163
162.159.192.21:854,163
162.159.192.32:890,163
162.159.192.32:7156,163
162.159.192.66:1010,163
162.159.192.17:934,163
162.159.192.15:4198,163
162.159.192.26:8854,163
162.159.192.149:2371,163
162.159.192.190:8742,163
162.159.192.33:7281,163
162.159.192.156:890,163
162.159.192.39:7152,163
162.159.192.135:8319,163
162.159.192.141:4500,163
162.159.192.46:3854,163
162.159.192.19:955,163
162.159.192.68:8742,163
162.159.192.216:1387,163
162.159.192.51:3581,163
162.159.192.90:3138,163
162.159.192.139:4233,163
162.159.192.77:3476,163
162.159.192.199:955,163
162.159.192.229:3476,163
162.159.192.65:1387,163
162.159.192.56:894,163
162.159.192.40:5279,163
162.159.192.159:943,163
162.159.192.52:1010,163
162.159.192.190:8886,163
162.159.192.13:878,163
162.159.192.118:945,163
162.159.192.214:890,163
162.159.192.245:1843,163
162.159.192.233:988,163
162.159.192.52:7559,163
162.159.192.82:1070,163
162.159.192.88:7103,163
162.159.192.53:1180,163
162.159.192.217:2408,163
162.159.192.19:5279,163
162.159.192.87:878,163
162.159.192.19:1387,163
162.159.192.239:500,163
162.159.192.227:894,163
162.159.192.15:854,163
162.159.192.181:2506,163
162.159.192.72:890,163
162.159.192.253:2371,163
162.159.192.99:878,163
162.159.192.17:946,163
162.159.192.207:1014,163
162.159.192.131:500,163
162.159.192.159:939,163
162.159.192.164:2506,163
162.159.192.49:3854,163
162.159.192.104:5956,163
162.159.192.91:7103,163
162.159.192.81:878,163
162.159.192.217:908,163
162.159.192.243:4500,163
162.159.192.146:4177,163
162.159.192.231:3581,163
162.159.192.74:894,163
162.159.192.148:1010,163
162.159.192.29:928,163
162.159.192.147:1070,163
162.159.192.182:854,163
162.159.192.107:1387,163
162.159.192.199:988,163
162.159.192.80:7281,163
162.159.192.230:968,163
162.159.192.118:890,163
162.159.192.56:987,163
162.159.192.61:1010,163
162.159.192.216:3581,163
162.159.192.159:864,163
162.159.192.220:1387,163
162.159.192.74:3138,163
162.159.192.236:943,163
162.159.192.223:859,163
162.159.192.70:8854,163
162.159.192.231:1010,163
162.159.192.205:500,163
162.159.192.182:1002,163
162.159.192.157:5279,163
162.159.192.5:859,163
162.159.192.77:500,163
162.159.192.101:942,163
162.159.192.115:859,163
162.159.192.127:908,163
162.159.192.116:4198,163
162.159.192.85:8742,163
162.159.192.138:2371,163
162.159.192.186:2506,163
162.159.192.36:968,163
162.159.192.163:864,163
162.159.192.89:1843,163
162.159.192.235:500,163
162.159.192.224:1002,163
162.159.192.229:942,163
162.159.192.90:894,163
162.159.192.44:4233,163
162.159.192.217:500,163
162.159.192.105:894,163
162.159.192.248:955,163
162.159.192.94:2506,163
162.159.192.136:4500,163
162.159.192.248:7559,163
162.159.192.182:908,163
162.159.192.94:1002,163
162.159.192.63:2408,163
162.159.192.215:946,163
162.159.192.218:5279,163
162.159.192.100:1701,163
162.159.192.36:878,163
162.159.192.38:5956,163
162.159.192.127:3581,163
162.159.192.203:894,163
162.159.192.101:1010,163
162.159.192.114:880,163
162.159.192.131:7156,163
162.159.192.98:891,163
162.159.192.5:878,163
162.159.192.177:942,163
162.159.192.189:945,163
162.159.192.20:891,163
162.159.192.177:7152,163
162.159.192.101:5956,163
162.159.192.221:955,163
162.159.192.211:1180,163
162.159.192.0:859,163
162.159.192.229:903,163
162.159.192.52:2408,163
162.159.192.169:903,163
162.159.192.21:891,163
162.159.192.33:1074,163
162.159.192.203:1701,163
162.159.192.90:864,163
162.159.192.64:864,163
162.159.192.245:880,163
162.159.192.138:864,163
162.159.192.192:1074,163
162.159.192.114:1701,163
162.159.192.51:5956,163
162.159.192.233:859,163
162.159.192.185:878,163
162.159.192.221:894,163
162.159.192.230:908,163
162.159.192.33:1387,163
162.159.192.159:8886,163
162.159.192.24:928,163
162.159.192.246:988,163
162.159.192.139:7281,163
162.159.192.31:8886,163
162.159.192.226:1014,163
162.159.192.28:1387,163
162.159.192.238:2506,163
162.159.192.147:903,163
162.159.192.107:942,163
162.159.192.120:8854,163
162.159.192.161:1010,163
162.159.192.230:3138,163
162.159.192.213:2506,163
162.159.192.45:946,163
162.159.192.199:8319,163
162.159.192.239:987,163
162.159.192.21:908,163
162.159.192.219:1070,163
162.159.192.122:908,163
162.159.192.42:7156,163
162.159.192.159:1014,163
162.159.192.213:939,163
162.159.192.68:7156,163
162.159.192.71:3138,163
162.159.192.66:7281,163
162.159.192.145:968,163
162.159.192.49:945,163
162.159.192.53:7559,163
162.159.192.183:1018,163
162.159.192.81:8886,163
162.159.192.50:5279,163
162.159.192.200:1074,163
162.159.192.15:7281,163
162.159.192.179:3854,163
162.159.192.127:1701,163
162.159.192.91:943,163
162.159.192.89:3581,163
162.159.192.90:7103,163
162.159.192.233:890,163
162.159.192.245:4233,163
162.159.192.245:2506,163
162.159.192.132:945,163
162.159.192.230:4198,163
162.159.192.64:4198,163
162.159.192.216:4198,163
162.159.192.55:1843,163
162.159.192.167:3476,163
162.159.192.5:8886,163
162.159.192.73:3854,163
162.159.192.83:908,163
162.159.192.63:7103,163
162.159.192.235:1074,163
162.159.192.215:4177,163
162.159.192.97:1074,163
162.159.192.132:942,163
162.159.192.70:3138,163
162.159.192.49:3476,163
162.159.192.147:955,163
162.159.192.106:3138,163
162.159.192.45:2371,163
162.159.192.207:943,163
162.159.192.165:928,163
162.159.192.33:942,163
162.159.192.174:7559,163
162.159.192.203:4177,163
162.159.192.94:8886,163
162.159.192.204:1010,163
162.159.192.143:4177,163
162.159.192.225:3854,163
162.159.192.229:4233,163
162.159.192.222:1010,163
162.159.192.161:878,163
162.159.192.226:4177,163
162.159.192.125:854,163
162.159.192.50:1018,163
162.159.192.85:987,163
162.159.192.23:854,163
162.159.192.83:4198,163
162.159.192.231:7156,163
162.159.192.227:942,163
162.159.192.223:945,163
162.159.192.77:5956,163
162.159.192.36:4177,163
162.159.192.194:945,163
162.159.192.59:5279,163
162.159.192.46:955,163
162.159.192.159:878,163
162.159.192.31:7281,163
162.159.192.59:968,163
162.159.192.25:7559,163
162.159.192.177:4233,163
162.159.192.78:1180,163
162.159.192.24:880,163
162.159.192.116:928,163
162.159.192.100:939,163
162.159.192.206:942,163
162.159.192.227:939,163
162.159.192.245:2408,163
162.159.192.42:4233,163
162.159.192.193:890,163
162.159.192.44:1387,163
162.159.192.157:7559,163
162.159.192.108:878,163
162.159.192.50:1701,163
162.159.192.238:908,163
162.159.192.245:7156,163
162.159.192.76:7103,163
162.159.192.45:1002,163
162.159.192.157:934,163
162.159.192.50:500,163
162.159.192.123:1074,163
162.159.192.21:988,163
162.159.192.19:987,163
162.159.192.214:928,163
162.159.192.156:7152,163
162.159.192.182:988,163
162.159.192.39:859,163
162.159.192.73:928,163
162.159.192.226:1074,163
162.159.192.248:8886,163
162.159.192.64:946,163
162.159.192.89:946,163
162.159.192.123:968,163
162.159.192.193:1074,163
162.159.192.253:968,163
162.159.192.75:2371,163
162.159.192.91:1002,163
162.159.192.85:1014,163
162.159.192.40:8319,163
162.159.192.50:7281,163
162.159.192.238:939,163
162.159.192.49:8854,163
162.159.192.46:878,163
162.159.192.221:1014,163
162.159.192.145:942,163
162.159.192.233:3854,163
162.159.192.239:943,163
162.159.192.90:859,163
162.159.192.134:934,163
162.159.192.248:878,163
162.159.192.214:880,164
162.159.192.114:8854,164
162.159.192.143:946,164
162.159.192.132:7156,164
162.159.192.224:939,164
162.159.192.66:943,164
162.159.192.115:7281,164
162.159.192.186:943,164
162.159.192.74:500,164
162.159.192.78:8742,164
162.159.192.50:7559,164
162.159.192.227:2408,164
162.159.192.231:890,164
162.159.192.50:939,164
162.159.192.182:878,164
162.159.192.252:859,164
162.159.192.145:4233,164
162.159.192.58:5279,164
162.159.192.101:3581,164
162.159.192.184:908,164
162.159.192.236:2371,164
162.159.192.49:1180,164
162.159.192.130:7156,164
162.159.192.78:1018,164
162.159.192.246:7559,164
162.159.192.196:891,164
162.159.192.26:500,164
162.159.192.84:894,164
162.159.192.44:8886,164
162.159.192.43:894,164
162.159.192.112:5956,164
162.159.192.52:3581,164
162.159.192.97:8742,164
162.159.192.80:987,164
162.159.192.81:2506,164
162.159.192.32:3138,164
162.159.192.136:943,164
162.159.192.142:7156,164
162.159.192.186:1387,164
162.159.192.39:854,164
162.159.192.116:3854,164
162.159.192.92:3854,164
162.159.192.139:908,164
162.159.192.68:8854,164
162.159.192.196:5279,164
162.159.192.236:878,164
162.159.192.31:4177,164
162.159.192.148:880,164
162.159.192.95:943,164
162.159.192.170:8886,164
162.159.192.145:500,164
162.159.192.245:945,164
162.159.192.233:2408,164
162.159.192.213:928,164
162.159.192.198:7559,164
162.159.192.129:4198,164
162.159.192.52:1018,164
162.159.192.50:987,164
162.159.192.231:1180,164
162.159.192.215:4233,164
162.159.192.77:988,164
162.159.192.178:903,164
162.159.192.116:1070,164
162.159.192.181:987,164
162.159.192.156:880,164
162.159.192.128:2506,164
162.159.192.206:3476,164
162.159.192.43:500,164
162.159.192.107:890,164
162.159.192.44:854,164
162.159.192.51:7103,164
162.159.192.49:1002,164
162.159.192.182:8319,164
162.159.192.217:1002,164
162.159.192.238:968,164
162.159.192.96:955,164
162.159.192.187:890,164
162.159.192.131:2408,164
162.159.192.100:859,164
162.159.192.36:945,164
162.159.192.154:2371,164
162.159.192.134:943,164
162.159.192.25:890,164
162.159.192.200:890,164
162.159.192.91:878,164
162.159.192.245:934,164
162.159.192.164:1180,164
162.159.192.81:1070,164
162.159.192.20:8742,164
162.159.192.114:4233,164
162.159.192.31:894,164
162.159.192.199:939,164
162.159.192.30:2371,164
162.159.192.78:1387,164
162.159.192.152:942,164
162.159.192.212:3138,164
162.159.192.132:1387,164
162.159.192.156:946,164
162.159.192.93:3581,164
162.159.192.110:5279,164
162.159.192.82:942,164
162.159.192.227:8854,164
162.159.192.62:4198,164
162.159.192.5:8742,164
162.159.192.21:878,164
162.159.192.52:1843,164
162.159.192.175:943,164
162.159.192.254:1014,164
162.159.192.103:859,164
162.159.192.245:1014,164
162.159.192.53:1387,164
162.159.192.50:988,164
162.159.192.223:8886,164
162.159.192.241:7559,164
162.159.192.34:7103,164
162.159.192.92:3138,164
162.159.192.101:864,164
162.159.192.246:945,164
162.159.192.236:4177,164
162.159.192.235:8319,164
162.159.192.200:864,164
162.159.192.152:3138,164
162.159.192.55:1387,164
162.159.192.181:3581,164
162.159.192.152:1180,164
162.159.192.21:864,164
162.159.192.38:1018,164
162.159.192.143:2506,164
162.159.192.198:1701,164
162.159.192.15:890,164
162.159.192.90:7281,164
162.159.192.65:894,164
162.159.192.105:7156,164
162.159.192.8:3476,164
162.159.192.197:891,164
162.159.192.85:3476,164
162.159.192.145:880,164
162.159.192.167:8854,164
162.159.192.171:3138,164
162.159.192.90:891,164
162.159.192.149:1701,164
162.159.192.213:859,164
162.159.192.139:946,164
162.159.192.241:7281,164
162.159.192.245:7559,164
162.159.192.128:1070,164
162.159.192.92:859,164
162.159.192.31:3854,164
162.159.192.167:4198,164
162.159.192.224:7103,164
162.159.192.151:908,164
162.159.192.113:928,164
162.159.192.5:988,164
162.159.192.217:8886,164
162.159.192.157:2506,164
162.159.192.121:908,164
162.159.192.94:1018,164
162.159.192.241:943,164
162.159.192.244:7103,164
162.159.192.216:987,164
162.159.192.81:3854,164
162.159.192.129:2506,164
162.159.192.140:908,164
162.159.192.90:946,164
162.159.192.77:4500,164
162.159.192.109:878,164
162.159.192.152:1070,164
162.159.192.61:1014,164
162.159.192.30:946,164
162.159.192.236:934,164
162.159.192.36:2371,164
162.159.192.137:890,164
162.159.192.151:500,164
162.159.192.63:987,164
162.159.192.83:3138,164
162.159.192.189:864,164
162.159.192.156:2371,164
162.159.192.212:903,164
162.159.192.72:7156,164
162.159.192.95:5279,164
162.159.192.44:8854,164
162.159.192.91:2506,164
162.159.192.192:908,164
162.159.192.204:943,164
162.159.192.204:880,164
162.159.192.243:7156,164
162.159.192.99:946,164
162.159.192.178:955,164
162.159.192.28:864,164
162.159.192.114:946,164
162.159.192.243:1701,164
162.159.192.60:1180,164
162.159.192.173:864,164
162.159.192.157:894,164
162.159.192.42:3476,164
162.159.192.54:890,164
162.159.192.63:4198,164
162.159.192.239:890,164
162.159.192.146:880,164
162.159.192.194:890,164
162.159.192.104:8742,164
162.159.192.231:3476,164
162.159.192.36:2408,164
162.159.192.27:1014,164
162.159.192.22:7152,164
162.159.192.21:1070,164
162.159.192.152:4198,164
162.159.192.0:943,164
162.159.192.100:945,164
162.159.192.105:1018,164
162.159.192.17:2371,164
162.159.192.201:908,164
162.159.192.31:3138,164
162.159.192.107:7152,164
162.159.192.30:4177,164
162.159.192.210:1074,164
162.159.192.108:8742,164
162.159.192.16:4233,164
162.159.192.167:1002,164
162.159.192.128:3854,164
162.159.192.82:1701,164
162.159.192.170:854,164
162.159.192.94:1701,164
162.159.192.172:864,164
162.159.192.121:7156,164
162.159.192.30:1002,164
162.159.192.208:859,164
162.159.192.192:5279,164
162.159.192.53:891,164
162.159.192.143:1018,164
162.159.192.234:7152,164
162.159.192.199:1843,164
162.159.192.49:4233,164
162.159.192.29:968,164
162.159.192.90:2408,164
162.159.192.221:500,164
162.159.192.190:903,164
162.159.192.143:5956,164
162.159.192.199:945,164
162.159.192.113:1018,164
162.159.192.197:1010,164
162.159.192.24:939,164
162.159.192.228:1074,164
162.159.192.90:1843,164
162.159.192.169:987,164
162.159.192.71:7156,164
162.159.192.196:7559,164
162.159.192.154:939,164
162.159.192.202:2371,164
162.159.192.216:945,164
162.159.192.228:928,164
162.159.192.62:3138,164
162.159.192.219:500,164
162.159.192.191:854,164
162.159.192.112:7559,164
162.159.192.42:2408,164
162.159.192.63:4233,164
162.159.192.200:946,164
162.159.192.164:891,164
162.159.192.130:1070,164
