IP:PORT,Delay(ms)
162.159.192.98:955,170
162.159.192.253:7559,170
162.159.192.250:5279,170
162.159.192.45:854,170
162.159.192.55:934,170
162.159.192.29:2371,170
162.159.192.194:7559,170
162.159.192.97:3476,170
162.159.192.42:2371,170
162.159.192.159:945,170
162.159.192.243:894,170
162.159.192.101:945,170
162.159.192.168:955,170
162.159.192.64:878,170
162.159.192.70:4500,170
162.159.192.236:3476,170
162.159.192.155:2506,170
162.159.192.80:890,170
162.159.192.13:8854,170
162.159.192.43:2408,170
162.159.192.80:968,171
162.159.192.128:7103,171
162.159.192.236:945,171
162.159.192.140:894,171
162.159.192.86:4177,171
162.159.192.207:955,171
162.159.192.70:3854,171
162.159.192.24:1843,171
162.159.192.28:946,171
162.159.192.123:864,171
162.159.192.212:934,171
162.159.192.170:880,171
162.159.192.130:7152,171
162.159.192.97:939,171
162.159.192.140:1010,171
162.159.192.175:934,171
162.159.192.116:3138,171
162.159.192.85:3581,171
162.159.192.203:988,171
162.159.192.62:5279,171
162.159.192.125:2371,171
162.159.192.77:3581,171
162.159.192.22:8319,171
162.159.192.140:878,171
162.159.192.172:945,171
162.159.192.203:939,171
162.159.192.94:1074,171
162.159.192.195:1002,171
162.159.192.126:891,171
162.159.192.159:1843,171
162.159.192.44:934,171
162.159.192.42:903,171
162.159.192.168:988,171
162.159.192.241:859,171
162.159.192.138:854,171
162.159.192.55:1010,171
162.159.192.44:943,171
162.159.192.32:4177,171
162.159.192.191:928,171
162.159.192.237:1070,171
162.159.192.236:7156,171
162.159.192.65:4233,171
162.159.192.20:946,171
162.159.192.80:1074,171
162.159.192.58:5956,171
162.159.192.235:859,171
162.159.192.149:2506,171
162.159.192.140:1180,171
162.159.192.164:3138,171
162.159.192.97:934,171
162.159.192.217:942,171
162.159.192.179:968,171
162.159.192.116:1010,171
162.159.192.100:7281,171
162.159.192.169:1018,171
162.159.192.139:7103,171
162.159.192.93:8886,171
162.159.192.93:4233,171
162.159.192.82:1010,171
162.159.192.55:854,171
162.159.192.220:891,171
162.159.192.98:1010,171
162.159.192.21:3581,171
162.159.192.239:4233,171
162.159.192.248:7281,171
162.159.192.8:7156,171
162.159.192.197:4177,171
162.159.192.77:955,171
162.159.192.44:955,171
162.159.192.170:1701,171
162.159.192.11:943,171
162.159.192.166:928,171
162.159.192.194:1014,171
162.159.192.104:1180,171
162.159.192.152:7103,171
162.159.192.182:955,171
162.159.192.190:3581,171
162.159.192.130:1074,171
162.159.192.199:2408,171
162.159.192.44:890,171
162.159.192.194:1180,171
162.159.192.31:1002,171
162.159.192.61:928,171
162.159.192.85:8319,171
162.159.192.186:908,171
162.159.192.189:988,171
162.159.192.49:7156,171
162.159.192.23:1701,171
162.159.192.125:3581,171
162.159.192.71:7559,171
162.159.192.23:908,171
162.159.192.139:894,171
162.159.192.58:3581,171
162.159.192.168:1701,171
162.159.192.228:946,171
162.159.192.138:946,171
162.159.192.186:1010,171
162.159.192.24:3476,171
162.159.192.215:880,171
162.159.192.125:4500,171
162.159.192.182:859,171
162.159.192.49:928,171
162.159.192.74:7281,171
162.159.192.77:4198,171
162.159.192.116:1018,172
162.159.192.89:3854,172
162.159.192.161:7156,172
162.159.192.8:890,172
162.159.192.169:859,172
162.159.192.169:7156,172
162.159.192.59:864,172
162.159.192.135:8742,172
162.159.192.129:1387,172
162.159.192.254:7281,172
162.159.192.171:7156,172
162.159.192.192:8886,172
162.159.192.127:928,172
162.159.192.111:8319,172
162.159.192.173:8886,172
162.159.192.26:955,172
162.159.192.96:7281,172
162.159.192.142:5956,172
162.159.192.39:1018,172
162.159.192.84:5279,172
162.159.192.90:8742,172
162.159.192.29:942,172
162.159.192.46:2408,172
162.159.192.105:2506,172
162.159.192.183:7559,172
162.159.192.90:903,172
162.159.192.86:928,172
162.159.192.243:878,172
162.159.192.184:859,172
162.159.192.230:955,172
162.159.192.186:3476,172
162.159.192.222:5956,172
162.159.192.128:1018,172
162.159.192.37:859,172
162.159.192.248:8854,172
162.159.192.238:903,172
162.159.192.42:945,172
162.159.192.54:4233,172
162.159.192.182:2408,172
162.159.192.77:7281,172
162.159.192.53:8854,172
162.159.192.221:890,172
162.159.192.234:1010,172
162.159.192.199:878,172
162.159.192.104:903,172
162.159.192.39:880,172
162.159.192.30:968,172
162.159.192.98:987,172
162.159.192.181:903,172
162.159.192.37:1074,172
162.159.192.189:1074,172
162.159.192.130:8886,172
162.159.192.190:7559,172
162.159.192.149:864,172
162.159.192.101:894,172
162.159.192.65:8742,172
162.159.192.152:7281,172
162.159.192.92:890,172
162.159.192.5:3138,172
162.159.192.63:8854,172
162.159.192.233:1074,172
162.159.192.118:955,172
162.159.192.104:908,172
162.159.192.254:988,172
162.159.192.166:968,172
162.159.192.33:7152,172
162.159.192.54:988,172
162.159.192.111:4500,172
162.159.192.89:1010,172
162.159.192.246:1018,172
162.159.192.242:864,172
162.159.192.247:880,172
162.159.192.154:955,172
162.159.192.90:1074,172
162.159.192.118:946,172
162.159.192.164:7559,172
162.159.192.168:3581,172
162.159.192.179:1018,172
162.159.192.141:7152,172
162.159.192.253:1701,172
162.159.192.11:7281,172
162.159.192.95:878,172
162.159.192.39:7103,172
162.159.192.23:945,173
162.159.192.42:3854,173
162.159.192.245:988,173
162.159.192.183:1701,173
162.159.192.227:1018,173
162.159.192.203:5956,173
162.159.192.194:500,173
162.159.192.139:1843,173
162.159.192.37:7559,173
162.159.192.217:7559,173
162.159.192.89:5279,173
162.159.192.211:928,173
162.159.192.131:4198,173
162.159.192.191:864,173
162.159.192.86:8886,173
162.159.192.16:903,173
162.159.192.204:942,173
162.159.192.35:859,173
162.159.192.65:1074,173
162.159.192.235:1843,173
162.159.192.43:5956,173
162.159.192.166:1180,173
162.159.192.11:5279,173
162.159.192.21:1002,173
162.159.192.45:891,173
162.159.192.254:903,173
162.159.192.246:1843,173
162.159.192.133:3581,173
162.159.192.136:4198,173
162.159.192.42:942,173
162.159.192.121:988,173
162.159.192.16:987,173
162.159.192.217:1010,173
162.159.192.121:1070,173
162.159.192.56:945,173
162.159.192.251:1843,173
162.159.192.174:4500,173
162.159.192.28:500,173
162.159.192.123:854,173
162.159.192.31:1843,173
162.159.192.150:2371,173
162.159.192.20:8854,173
162.159.192.140:934,173
162.159.192.169:8742,173
162.159.192.139:1018,173
162.159.192.57:7103,173
162.159.192.73:854,173
162.159.192.249:894,173
162.159.192.63:878,173
162.159.192.214:5956,173
162.159.192.42:894,173
162.159.192.53:908,173
162.159.192.217:928,173
162.159.192.40:934,173
162.159.192.179:1014,173
162.159.192.57:8319,173
162.159.192.156:7156,173
162.159.192.200:939,173
162.159.192.8:2371,173
162.159.192.212:5279,173
162.159.192.157:8742,173
162.159.192.142:1387,173
162.159.192.249:7152,173
162.159.192.137:894,173
162.159.192.50:1180,173
162.159.192.15:968,173
162.159.192.205:1180,174
162.159.192.44:1070,174
162.159.192.205:4233,174
162.159.192.244:8742,174
162.159.192.213:1010,174
162.159.192.63:5956,174
162.159.192.112:3138,174
162.159.192.98:500,174
162.159.192.155:4198,174
162.159.192.96:4500,174
162.159.192.148:955,174
162.159.192.167:2408,174
162.159.192.104:4500,174
162.159.192.77:8854,174
162.159.192.86:859,174
162.159.192.240:1180,174
162.159.192.232:1074,174
162.159.192.155:8319,174
162.159.192.152:1387,174
162.159.192.227:2371,174
162.159.192.243:3854,174
162.159.192.37:894,174
162.159.192.90:7152,174
162.159.192.78:908,174
162.159.192.77:1018,174
162.159.192.161:2371,174
162.159.192.227:8742,174
162.159.192.14:890,174
162.159.192.105:3138,174
162.159.192.81:987,174
162.159.192.238:987,174
162.159.192.152:955,174
162.159.192.194:2408,174
162.159.192.123:1070,174
162.159.192.78:5956,174
162.159.192.191:5956,174
162.159.192.63:1010,174
162.159.192.190:2371,174
162.159.192.95:1018,174
162.159.192.193:943,174
162.159.192.208:7281,174
162.159.192.123:934,174
162.159.192.248:1002,174
162.159.192.143:8319,174
162.159.192.33:1180,174
162.159.192.42:908,174
162.159.192.43:908,174
162.159.192.158:942,174
162.159.192.46:880,174
162.159.192.94:8854,174
162.159.192.142:7152,174
162.159.192.57:2506,174
162.159.192.254:854,174
162.159.192.171:943,174
162.159.192.118:7559,174
162.159.192.243:891,174
162.159.192.130:1002,174
162.159.192.243:945,174
162.159.192.183:859,174
162.159.192.123:7152,175
162.159.192.193:8854,175
162.159.192.247:3476,175
162.159.192.248:1070,175
162.159.192.46:928,175
162.159.192.244:890,175
162.159.192.36:903,175
162.159.192.106:1387,175
162.159.192.172:934,175
162.159.192.31:5279,175
162.159.192.248:3854,175
162.159.192.118:908,175
162.159.192.205:928,175
162.159.192.21:5279,175
162.159.192.106:1070,175
162.159.192.70:890,175
162.159.192.234:890,175
162.159.192.157:928,175
162.159.192.87:2371,175
162.159.192.73:1074,175
162.159.192.197:5279,175
162.159.192.195:939,175
162.159.192.65:880,175
162.159.192.196:859,175
162.159.192.49:859,175
162.159.192.123:943,175
162.159.192.37:890,175
162.159.192.83:1180,175
162.159.192.177:3854,175
162.159.192.205:1018,175
162.159.192.221:7559,175
162.159.192.231:1002,175
162.159.192.215:7152,175
162.159.192.94:5956,175
162.159.192.197:894,175
162.159.192.139:955,175
162.159.192.210:1014,175
162.159.192.149:8319,175
162.159.192.98:8886,175
162.159.192.237:8742,175
162.159.192.199:880,175
162.159.192.21:955,175
162.159.192.86:3854,175
162.159.192.73:878,175
162.159.192.100:890,175
162.159.192.168:7103,175
162.159.192.213:890,175
162.159.192.0:7103,175
162.159.192.249:942,175
162.159.192.18:987,175
162.159.192.152:3476,175
162.159.192.112:1074,175
162.159.192.43:1074,175
162.159.192.127:988,175
162.159.192.113:8319,175
162.159.192.130:955,175
162.159.192.55:3581,175
162.159.192.179:3138,175
162.159.192.79:1018,176
162.159.192.94:880,176
162.159.192.175:3854,176
162.159.192.220:988,176
162.159.192.245:968,176
162.159.192.57:854,176
162.159.192.237:3138,176
162.159.192.57:4500,176
162.159.192.196:939,176
162.159.192.66:2408,176
162.159.192.53:890,176
162.159.192.37:1070,176
162.159.192.203:1074,176
162.159.192.91:7281,176
162.159.192.198:7152,176
162.159.192.174:945,176
162.159.192.188:7156,176
162.159.192.241:864,176
162.159.192.220:7156,176
162.159.192.177:988,176
162.159.192.247:854,176
162.159.192.187:8319,176
162.159.192.251:1002,176
162.159.192.55:878,176
162.159.192.55:7103,176
162.159.192.99:928,176
162.159.192.175:928,176
162.159.192.71:8742,177
162.159.192.21:3476,177
162.159.192.168:1843,177
162.159.192.200:5279,177
162.159.192.142:8854,177
162.159.192.24:7156,177
162.159.192.157:987,177
162.159.192.5:880,177
162.159.192.24:946,177
162.159.192.250:946,177
162.159.192.65:7559,177
162.159.192.220:4500,177
162.159.192.131:8742,177
162.159.192.135:7559,177
162.159.192.216:1014,177
162.159.192.30:928,177
162.159.192.112:945,177
162.159.192.71:903,177
162.159.192.181:942,177
162.159.192.74:942,177
162.159.192.70:4233,177
162.159.192.227:891,177
162.159.192.117:955,177
162.159.192.240:4198,177
162.159.192.27:7156,177
162.159.192.105:939,177
162.159.192.5:968,177
162.159.192.237:891,177
162.159.192.224:3138,177
162.159.192.5:1180,177
162.159.192.63:859,177
162.159.192.149:942,177
162.159.192.100:2506,177
162.159.192.247:890,177
162.159.192.159:934,178
162.159.192.85:945,178
162.159.192.27:955,178
162.159.192.246:987,178
162.159.192.27:1002,178
162.159.192.182:890,178
162.159.192.98:890,178
162.159.192.63:854,178
162.159.192.112:939,178
162.159.192.233:908,178
162.159.192.90:880,178
162.159.192.136:1701,178
162.159.192.248:939,178
162.159.192.93:1014,178
162.159.192.240:878,178
162.159.192.106:945,178
162.159.192.50:854,178
162.159.192.82:903,178
162.159.192.89:7559,178
162.159.192.155:8742,178
162.159.192.34:859,178
162.159.192.82:5956,178
162.159.192.74:5279,178
162.159.192.37:943,178
162.159.192.196:894,178
162.159.192.111:908,178
162.159.192.90:8854,178
162.159.192.84:890,178
162.159.192.105:8854,178
162.159.192.212:1014,178
162.159.192.85:1387,178
162.159.192.155:891,178
162.159.192.67:878,178
162.159.192.40:854,179
162.159.192.65:891,179
162.159.192.100:987,179
162.159.192.181:7156,179
162.159.192.240:968,179
162.159.192.169:939,179
162.159.192.205:3476,179
162.159.192.237:8886,179
162.159.192.32:908,179
162.159.192.249:3581,179
162.159.192.113:7559,179
162.159.192.216:3854,179
162.159.192.208:3138,179
162.159.192.211:8886,179
162.159.192.106:968,179
162.159.192.251:946,179
162.159.192.65:1701,179
162.159.192.100:1018,179
162.159.192.80:955,179
162.159.192.147:7156,179
162.159.192.79:4177,179
162.159.192.248:4500,180
162.159.192.122:7156,180
162.159.192.129:1843,180
162.159.192.185:7559,180
162.159.192.110:890,180
162.159.192.28:894,180
162.159.192.206:1002,180
162.159.192.35:1014,180
162.159.192.210:2408,180
162.159.192.63:928,180
162.159.192.211:864,180
162.159.192.148:1014,180
162.159.192.221:880,180
162.159.192.125:3138,180
162.159.192.12:854,180
162.159.192.67:2506,180
162.159.192.220:1070,180
162.159.192.96:987,180
162.159.192.36:988,180
162.159.192.66:934,180
162.159.192.128:880,180
162.159.192.173:928,180
162.159.192.131:945,180
162.159.192.69:7156,180
162.159.192.148:3581,180
162.159.192.20:988,180
162.159.192.148:2371,181
162.159.192.72:1014,181
162.159.192.77:8886,181
162.159.192.49:4500,181
162.159.192.217:891,181
162.159.192.130:890,181
162.159.192.8:928,181
162.159.192.187:1843,181
162.159.192.68:955,181
162.159.192.25:1010,181
162.159.192.199:1010,181
162.159.192.18:939,181
162.159.192.123:859,181
162.159.192.25:3581,181
162.159.192.125:1018,181
162.159.192.88:3581,181
162.159.192.229:988,181
162.159.192.128:8886,181
162.159.192.178:4177,181
162.159.192.249:878,181
162.159.192.214:942,181
162.159.192.120:8319,181
162.159.192.232:903,181
162.159.192.8:1010,181
162.159.192.175:908,181
162.159.192.114:4198,182
162.159.192.245:7152,182
162.159.192.115:2506,182
162.159.192.72:2371,182
162.159.192.89:3476,182
162.159.192.40:3854,182
162.159.192.139:3476,182
162.159.192.95:903,182
162.159.192.181:1074,182
162.159.192.68:859,182
162.159.192.150:7103,182
162.159.192.141:5279,182
162.159.192.149:890,182
162.159.192.230:1387,182
162.159.192.38:500,182
162.159.192.177:859,182
162.159.192.37:2371,182
162.159.192.151:8319,182
162.159.192.40:2506,182
162.159.192.168:7559,182
162.159.192.182:864,182
162.159.192.92:5279,182
162.159.192.87:7156,182
162.159.192.118:5279,182
162.159.192.138:943,182
162.159.192.16:1180,182
162.159.192.13:7103,182
162.159.192.198:1070,182
162.159.192.150:903,182
162.159.192.91:890,182
162.159.192.171:5956,182
162.159.192.75:987,182
162.159.192.215:955,182
162.159.192.183:7156,182
162.159.192.115:7103,182
162.159.192.203:1070,182
162.159.192.186:4500,183
162.159.192.121:1387,183
162.159.192.20:1014,183
162.159.192.51:894,183
162.159.192.251:880,183
162.159.192.197:864,183
162.159.192.213:934,183
162.159.192.215:928,183
162.159.192.137:1010,183
162.159.192.181:5956,183
162.159.192.208:942,183
162.159.192.35:4233,183
162.159.192.35:1074,183
162.159.192.248:8319,183
162.159.192.163:934,183
162.159.192.230:8319,183
162.159.192.165:945,183
162.159.192.80:3581,183
162.159.192.192:1014,183
162.159.192.99:3138,183
162.159.192.105:7152,183
162.159.192.77:864,183
162.159.192.249:1014,183
162.159.192.214:1843,183
162.159.192.196:8886,183
162.159.192.217:988,183
162.159.192.129:945,183
162.159.192.154:928,183
162.159.192.5:4233,183
162.159.192.218:894,183
162.159.192.226:8854,183
162.159.192.164:968,183
162.159.192.123:7103,183
162.159.192.11:946,183
162.159.192.96:4233,183
162.159.192.177:7103,183
162.159.192.45:859,183
162.159.192.217:880,184
162.159.192.50:1002,184
162.159.192.131:1843,184
162.159.192.70:7103,184
162.159.192.246:3476,184
162.159.192.114:878,184
162.159.192.197:4198,184
162.159.192.44:8319,184
162.159.192.216:7103,184
162.159.192.129:894,184
162.159.192.114:968,184
162.159.192.105:968,184
162.159.192.138:891,184
162.159.192.111:859,184
162.159.192.106:890,184
162.159.192.222:7559,184
162.159.192.150:3138,184
162.159.192.104:943,184
162.159.192.127:8854,184
162.159.192.85:8854,184
162.159.192.123:878,184
162.159.192.90:3581,184
162.159.192.224:1074,185
162.159.192.157:988,185
162.159.192.152:5279,185
162.159.192.230:1180,185
162.159.192.189:8742,185
162.159.192.100:1074,185
162.159.192.130:4500,185
162.159.192.227:7156,185
162.159.192.165:2506,185
162.159.192.165:894,185
162.159.192.199:2371,185
162.159.192.244:7281,185
162.159.192.240:7281,185
162.159.192.99:880,185
162.159.192.193:7156,185
162.159.192.96:864,185
162.159.192.80:928,185
162.159.192.45:1018,185
162.159.192.158:1018,185
162.159.192.212:4177,185
162.159.192.222:7281,185
162.159.192.132:2408,185
162.159.192.201:2506,185
162.159.192.182:880,186
162.159.192.235:891,186
162.159.192.53:942,186
162.159.192.18:3854,186
162.159.192.217:968,186
162.159.192.95:7559,186
162.159.192.106:4198,186
162.159.192.20:880,186
162.159.192.227:880,186
162.159.192.238:7156,186
162.159.192.26:7559,186
162.159.192.221:3138,186
162.159.192.170:945,186
162.159.192.246:2506,186
162.159.192.106:5279,186
162.159.192.68:903,186
162.159.192.29:4233,186
162.159.192.240:7156,186
162.159.192.104:1010,186
162.159.192.200:988,186
162.159.192.158:5956,186
162.159.192.228:1010,186
162.159.192.193:988,186
162.159.192.13:500,187
162.159.192.152:4500,187
162.159.192.111:8742,187
162.159.192.244:1701,187
162.159.192.44:891,187
162.159.192.37:903,187
162.159.192.76:500,187
162.159.192.50:945,187
162.159.192.182:4500,187
162.159.192.140:5956,187
162.159.192.43:1010,187
162.159.192.245:8319,187
162.159.192.225:890,187
162.159.192.237:943,187
162.159.192.220:1010,187
162.159.192.122:891,187
162.159.192.151:890,187
162.159.192.36:500,187
162.159.192.84:7103,187
162.159.192.98:928,187
162.159.192.199:4233,187
162.159.192.140:7103,187
162.159.192.91:5279,187
162.159.192.76:7152,187
162.159.192.29:4198,187
162.159.192.27:8886,187
162.159.192.27:2408,187
162.159.192.31:880,187
162.159.192.171:890,188
162.159.192.197:8742,188
162.159.192.77:987,188
162.159.192.209:890,188
162.159.192.174:7281,188
162.159.192.240:1701,188
162.159.192.199:3581,188
162.159.192.97:859,188
162.159.192.125:946,188
162.159.192.46:859,188
162.159.192.163:854,188
162.159.192.122:7281,188
162.159.192.115:939,188
162.159.192.8:3854,188
162.159.192.171:4177,188
162.159.192.148:891,188
162.159.192.37:3854,188
162.159.192.181:859,188
162.159.192.187:1387,188
162.159.192.132:5279,188
162.159.192.172:2371,188
162.159.192.155:1387,188
162.159.192.97:2408,188
162.159.192.108:4177,188
162.159.192.164:1387,188
162.159.192.105:4177,188
162.159.192.194:878,188
162.159.192.27:1843,188
162.159.192.98:3138,188
162.159.192.196:2408,188
162.159.192.238:1387,189
162.159.192.56:7156,189
162.159.192.200:4233,189
162.159.192.8:1002,189
162.159.192.94:4233,189
162.159.192.195:890,189
162.159.192.210:2371,189
162.159.192.138:945,189
162.159.192.229:891,189
162.159.192.189:4233,189
162.159.192.156:859,189
162.159.192.226:8319,189
162.159.192.65:5279,189
162.159.192.62:7559,189
162.159.192.16:4177,189
162.159.192.97:968,189
162.159.192.53:7103,189
162.159.192.59:8742,189
162.159.192.207:2506,190
162.159.192.86:945,190
162.159.192.43:942,190
162.159.192.244:1010,190
162.159.192.193:939,190
162.159.192.27:1387,190
162.159.192.34:8319,190
162.159.192.139:2506,190
162.159.192.37:968,190
162.159.192.34:945,190
162.159.192.244:942,190
162.159.192.171:1843,191
162.159.192.86:934,191
162.159.192.46:864,191
162.159.192.252:3581,191
162.159.192.84:987,191
162.159.192.204:908,191
162.159.192.144:987,191
162.159.192.76:7156,191
162.159.192.150:908,191
162.159.192.38:2371,192
162.159.192.174:3854,192
162.159.192.79:7281,192
162.159.192.19:1070,192
162.159.192.0:2506,192
162.159.192.122:500,192
162.159.192.140:1014,192
162.159.192.91:894,193
162.159.192.243:5956,193
162.159.192.154:1843,193
162.159.192.92:8854,193
162.159.192.184:945,193
162.159.192.62:7152,193
162.159.192.84:942,193
162.159.192.142:903,193
162.159.192.19:928,193
162.159.192.61:942,193
162.159.192.85:4177,193
162.159.192.14:2506,193
162.159.192.220:1701,194
162.159.192.99:859,194
162.159.192.35:946,194
162.159.192.204:1843,194
162.159.192.168:7281,194
162.159.192.55:903,194
162.159.192.249:968,194
162.159.192.171:955,194
162.159.192.175:859,194
162.159.192.43:934,194
162.159.192.213:8886,195
162.159.192.73:987,195
162.159.192.210:1010,195
162.159.192.254:8319,195
162.159.192.200:7281,195
162.159.192.30:891,196
162.159.192.12:1010,196
162.159.192.152:859,196
162.159.192.156:1180,196
162.159.192.11:1387,196
162.159.192.224:891,196
162.159.192.210:854,196
162.159.192.221:3476,196
162.159.192.162:7281,196
162.159.192.67:7559,196
162.159.192.145:5956,196
162.159.192.181:1701,196
162.159.192.216:1843,196
162.159.192.152:8319,196
162.159.192.53:894,196
162.159.192.39:946,196
162.159.192.90:4198,196
162.159.192.71:939,196
162.159.192.131:987,197
162.159.192.229:3581,197
162.159.192.63:8319,197
162.159.192.166:5956,197
162.159.192.72:880,197
162.159.192.137:943,197
162.159.192.16:942,197
162.159.192.22:1014,197
162.159.192.195:4177,197
162.159.192.147:1010,197
162.159.192.77:968,197
162.159.192.41:880,197
162.159.192.44:3581,197
162.159.192.70:5956,197
162.159.192.205:2371,197
162.159.192.194:3581,197
162.159.192.212:4500,197
162.159.192.122:7152,197
162.159.192.5:955,197
162.159.192.79:955,197
162.159.192.101:934,197
162.159.192.69:890,198
162.159.192.19:1843,198
162.159.192.116:7152,198
162.159.192.154:878,198
162.159.192.169:1843,198
162.159.192.160:8886,198
162.159.192.152:1002,198
162.159.192.139:878,198
162.159.192.101:7103,199
162.159.192.231:943,199
162.159.192.56:3854,199
162.159.192.33:8886,199
162.159.192.110:1180,199
162.159.192.80:8886,199
162.159.192.36:854,199
162.159.192.29:1010,199
162.159.192.138:859,199
162.159.192.154:890,199
162.159.192.67:8742,199
162.159.192.88:934,199
162.159.192.167:5279,199
162.159.192.227:4233,199
162.159.192.42:987,199
162.159.192.81:943,199
162.159.192.125:903,200
162.159.192.192:894,200
162.159.192.169:928,200
162.159.192.239:1070,200
162.159.192.185:4177,200
162.159.192.162:1014,200
162.159.192.20:854,200
162.159.192.116:3476,200
162.159.192.163:8742,200
162.159.192.177:4500,200
162.159.192.5:908,200
162.159.192.15:7152,200
162.159.192.0:2371,200
162.159.192.55:7281,200
162.159.192.112:1010,201
162.159.192.165:7152,201
162.159.192.252:854,201
162.159.192.42:3138,201
162.159.192.132:854,201
162.159.192.185:1014,201
162.159.192.80:3854,201
162.159.192.214:955,201
162.159.192.89:891,201
162.159.192.128:928,201
162.159.192.44:3854,201
162.159.192.21:1701,201
162.159.192.46:1180,202
162.159.192.109:908,202
162.159.192.104:2371,202
162.159.192.68:1070,202
162.159.192.226:1070,202
162.159.192.31:1180,203
162.159.192.197:928,203
162.159.192.118:1701,203
162.159.192.61:3581,203
162.159.192.179:4177,203
162.159.192.213:1701,203
162.159.192.19:943,204
162.159.192.30:1180,204
162.159.192.12:955,204
162.159.192.231:1014,204
162.159.192.226:1010,204
162.159.192.234:894,204
162.159.192.134:854,204
162.159.192.53:946,205
162.159.192.22:934,205
162.159.192.78:5279,205
162.159.192.43:8319,205
162.159.192.155:934,205
162.159.192.196:928,205
162.159.192.61:987,206
162.159.192.236:942,206
162.159.192.11:1070,207
162.159.192.189:1843,207
162.159.192.142:880,208
162.159.192.140:7559,208
162.159.192.126:3476,209
162.159.192.197:859,210
162.159.192.215:1018,211
162.159.192.35:987,211
162.159.192.216:1180,211
162.159.192.199:4500,212
162.159.192.141:7559,213
162.159.192.182:7281,214
162.159.192.41:500,214
162.159.192.143:5279,215
162.159.192.148:4198,215
162.159.192.136:1180,215
162.159.192.245:7103,216
162.159.192.43:1180,216
162.159.192.26:934,216
162.159.192.37:988,216
162.159.192.27:4177,217
162.159.192.105:5956,217
162.159.192.84:1010,217
162.159.192.192:4233,217
162.159.192.156:987,218
162.159.192.81:864,218
162.159.192.8:8319,218
162.159.192.105:1701,218
162.159.192.250:854,219
162.159.192.210:1002,219
162.159.192.149:2408,219
162.159.192.100:864,219
162.159.192.194:1070,220
162.159.192.208:891,220
162.159.192.23:5279,220
162.159.192.145:943,220
162.159.192.232:946,220
162.159.192.62:500,220
162.159.192.123:894,220
162.159.192.115:7156,220
162.159.192.120:5956,221
162.159.192.61:4177,221
162.159.192.36:1387,221
162.159.192.120:500,221
162.159.192.150:8854,221
162.159.192.156:7103,221
162.159.192.127:968,221
162.159.192.0:880,221
162.159.192.181:7281,221
162.159.192.88:890,221
162.159.192.242:934,221
162.159.192.253:859,221
162.159.192.189:3581,221
162.159.192.134:1843,221
162.159.192.61:908,222
162.159.192.185:7103,222
162.159.192.204:7152,222
162.159.192.124:7152,222
162.159.192.100:1180,222
162.159.192.96:934,222
162.159.192.136:8742,222
162.159.192.74:8742,222
162.159.192.35:7156,222
162.159.192.156:864,223
162.159.192.140:4198,223
162.159.192.193:1010,223
162.159.192.145:987,223
162.159.192.126:859,223
162.159.192.69:8854,223
162.159.192.194:1843,223
162.159.192.115:1843,223
162.159.192.174:4177,224
162.159.192.93:8854,224
162.159.192.213:7156,224
162.159.192.189:5956,224
162.159.192.28:890,224
162.159.192.24:1074,224
162.159.192.75:968,224
162.159.192.37:1010,224
162.159.192.241:939,224
162.159.192.121:4177,224
162.159.192.107:3138,224
162.159.192.131:891,224
162.159.192.225:8886,224
162.159.192.51:880,225
162.159.192.41:1010,225
162.159.192.157:891,225
162.159.192.222:894,225
162.159.192.85:4198,225
162.159.192.202:8742,225
162.159.192.136:878,225
162.159.192.94:1843,225
162.159.192.106:2371,225
162.159.192.162:955,226
162.159.192.236:2408,226
162.159.192.30:7103,226
162.159.192.211:5279,226
162.159.192.224:2408,226
162.159.192.170:4500,226
162.159.192.101:1070,226
162.159.192.196:968,226
162.159.192.95:7281,226
162.159.192.151:939,227
162.159.192.237:955,227
162.159.192.19:968,227
162.159.192.46:1387,227
162.159.192.114:2506,227
162.159.192.59:942,227
162.159.192.129:891,227
162.159.192.79:3476,228
162.159.192.50:943,228
162.159.192.230:854,229
162.159.192.240:7559,229
162.159.192.61:1701,230
162.159.192.97:7103,230
162.159.192.56:1701,230
162.159.192.207:878,230
162.159.192.77:928,230
162.159.192.169:1014,230
162.159.192.244:3581,230
162.159.192.214:968,232
162.159.192.76:8319,232
162.159.192.104:928,233
162.159.192.97:928,233
162.159.192.214:859,233
162.159.192.22:3581,234
162.159.192.70:1014,235
162.159.192.32:968,235
162.159.192.41:7103,236
162.159.192.69:987,238
162.159.192.232:1014,238
162.159.192.234:4198,239
162.159.192.128:890,239
162.159.192.88:854,240
162.159.192.189:880,240
162.159.192.8:8886,242
162.159.192.62:987,245
162.159.192.13:946,246
162.159.192.252:880,246
162.159.192.49:894,246
162.159.192.95:500,246
162.159.192.211:7156,246
162.159.192.245:859,246
162.159.192.246:2371,246
162.159.192.150:1010,246
162.159.192.214:2408,246
162.159.192.80:934,246
162.159.192.139:890,246
162.159.192.37:1002,247
162.159.192.19:8854,248
162.159.192.87:4198,249
162.159.192.68:1701,249
162.159.192.47:4500,250
162.159.192.208:2408,250
162.159.192.154:3476,250
162.159.192.43:939,250
162.159.192.114:1180,250
162.159.192.214:894,250
162.159.192.208:4177,250
162.159.192.66:1070,250
162.159.192.206:859,250
162.159.192.237:880,250
162.159.192.72:4233,250
162.159.192.19:890,251
162.159.192.200:3138,251
162.159.192.37:946,251
162.159.192.113:4233,251
162.159.192.90:942,251
162.159.192.127:942,251
162.159.192.168:1002,251
